,Variable,Statistic,Scenario,Model,Strategy,Value
3342,pr,ts_mean_yr_land,ssp126,MIROC6,Model Subset,2.7372091636648577
3343,pr,ts_mean_yr_land,ssp126,MPI-ESM1-2-HR,All Models,1.0489495330992469
3344,pr,ts_mean_yr_land,ssp126,MPI-ESM1-2-HR,Model Subset,1.0489495330992469
3345,pr,ts_mean_yr_land,ssp126,MPI-ESM1-2-LR,All Models,2.3023593293942497
3346,pr,ts_mean_yr_land,ssp126,MPI-ESM1-2-LR,Model Subset,2.3023593293942497
3347,pr,ts_mean_yr_land,ssp126,MRI-ESM2-0,All Models,4.187892964834333
3348,pr,ts_mean_yr_land,ssp126,MRI-ESM2-0,Model Subset,4.187892964834333
3349,pr,ts_mean_yr_land,ssp126,NESM3,All Models,3.412409495688351
3350,pr,ts_mean_yr_land,ssp126,NorESM2-LM,All Models,1.1731678158352565
3351,pr,ts_mean_yr_land,ssp126,NorESM2-LM,Model Subset,1.1731678158352565
3352,pr,ts_mean_yr_land,ssp126,NorESM2-MM,All Models,1.0684849689681073
3353,pr,ts_mean_yr_land,ssp126,NorESM2-MM,Model Subset,1.0684849689681073
3354,pr,ts_mean_yr_land,ssp126,TaiESM1,All Models,7.428381167882421
3355,pr,ts_mean_yr_land,ssp126,UKESM1-0-LL,All Models,5.1080701039822145
3356,pr,ts_mean_yr_land,ssp126,UKESM1-1-LL,All Models,5.449411083186789
3357,pr,ts_mean_yr_land,ssp245,ACCESS-CM2,All Models,7.776359490057473
3358,pr,ts_mean_yr_land,ssp245,ACCESS-CM2,Model Subset,7.776359490057473
3359,pr,ts_mean_yr_land,ssp245,ACCESS-ESM1-5,All Models,2.784478077317928
3360,pr,ts_mean_yr_land,ssp245,ACCESS-ESM1-5,Model Subset,2.784478077317928
3361,pr,ts_mean_yr_land,ssp245,AWI-CM-1-1-MR,All Models,2.9056354866883254
3362,pr,ts_mean_yr_land,ssp245,AWI-CM-1-1-MR,Model Subset,2.9056354866883254
3363,pr,ts_mean_yr_land,ssp245,BCC-CSM2-MR,All Models,2.2603654416663232
3364,pr,ts_mean_yr_land,ssp245,BCC-CSM2-MR,Model Subset,2.2603654416663232
3365,pr,ts_mean_yr_land,ssp245,CAMS-CSM1-0,All Models,4.283584926512006
3366,pr,ts_mean_yr_land,ssp245,CAMS-CSM1-0,Model Subset,4.283584926512006
3367,pr,ts_mean_yr_land,ssp245,CAS-ESM2-0,All Models,3.954658877726885
3368,pr,ts_mean_yr_land,ssp245,CESM2,All Models,3.8432208191362065
3369,pr,ts_mean_yr_land,ssp245,CESM2-WACCM,All Models,2.965971025129832
3370,pr,ts_mean_yr_land,ssp245,CESM2-WACCM,Model Subset,2.965971025129832
3371,pr,ts_mean_yr_land,ssp245,CIESM,All Models,0.0
3372,pr,ts_mean_yr_land,ssp245,CMCC-CM2-SR5,All Models,8.596677517697515
3373,pr,ts_mean_yr_land,ssp245,CMCC-CM2-SR5,Model Subset,8.596677517697515
3374,pr,ts_mean_yr_land,ssp245,CMCC-ESM2,All Models,7.757534509628897
3375,pr,ts_mean_yr_land,ssp245,CMCC-ESM2,Model Subset,7.757534509628897
3376,pr,ts_mean_yr_land,ssp245,CNRM-CM6-1,All Models,3.6069504586014176
3377,pr,ts_mean_yr_land,ssp245,CNRM-CM6-1,Model Subset,3.6069504586014176
3378,pr,ts_mean_yr_land,ssp245,CNRM-CM6-1-HR,All Models,4.806643287825523
3379,pr,ts_mean_yr_land,ssp245,CNRM-CM6-1-HR,Model Subset,4.806643287825523
3380,pr,ts_mean_yr_land,ssp245,CNRM-ESM2-1,All Models,4.239029497993414
3381,pr,ts_mean_yr_land,ssp245,CNRM-ESM2-1,Model Subset,4.239029497993414
3382,pr,ts_mean_yr_land,ssp245,CanESM5,All Models,8.302741878360848
3383,pr,ts_mean_yr_land,ssp245,CanESM5-CanOE,All Models,7.9002560216648305
3384,pr,ts_mean_yr_land,ssp245,EC-Earth3,All Models,5.887978651837898
3385,pr,ts_mean_yr_land,ssp245,EC-Earth3-CC,All Models,6.135790161472826
3386,pr,ts_mean_yr_land,ssp245,EC-Earth3-Veg,All Models,5.946082206058563
3387,pr,ts_mean_yr_land,ssp245,EC-Earth3-Veg-LR,All Models,6.818186259604744
3388,pr,ts_mean_yr_land,ssp245,FGOALS-f3-L,All Models,4.843198821923622
3389,pr,ts_mean_yr_land,ssp245,FGOALS-f3-L,Model Subset,4.843198821923622
3390,pr,ts_mean_yr_land,ssp245,FGOALS-g3,All Models,1.1366148911902911
3391,pr,ts_mean_yr_land,ssp245,FGOALS-g3,Model Subset,1.1366148911902911
3392,pr,ts_mean_yr_land,ssp245,FIO-ESM-2-0,All Models,3.833419251318645
3393,pr,ts_mean_yr_land,ssp245,GFDL-CM4,All Models,4.829854060942537
3394,pr,ts_mean_yr_land,ssp245,GFDL-CM4,Model Subset,4.829854060942537
3395,pr,ts_mean_yr_land,ssp245,GFDL-ESM4,All Models,2.328683479634975
3396,pr,ts_mean_yr_land,ssp245,GFDL-ESM4,Model Subset,2.328683479634975
3397,pr,ts_mean_yr_land,ssp245,GISS-E2-1-G,All Models,3.6585397149420658
3398,pr,ts_mean_yr_land,ssp245,GISS-E2-1-G,Model Subset,3.6585397149420658
3399,pr,ts_mean_yr_land,ssp245,GISS-E2-1-H,All Models,3.815332145416491
3400,pr,ts_mean_yr_land,ssp245,GISS-E2-1-H,Model Subset,3.815332145416491
3401,pr,ts_mean_yr_land,ssp245,GISS-E2-2-G,All Models,2.6944415251268765
3402,pr,ts_mean_yr_land,ssp245,GISS-E2-2-G,Model Subset,2.6944415251268765
3403,pr,ts_mean_yr_land,ssp245,HadGEM3-GC31-LL,All Models,5.606558311590717
3404,pr,ts_mean_yr_land,ssp245,IITM-ESM,All Models,2.5209585498080855
3405,pr,ts_mean_yr_land,ssp245,IITM-ESM,Model Subset,2.5209585498080855
3406,pr,ts_mean_yr_land,ssp245,INM-CM4-8,All Models,5.653198558641378
3407,pr,ts_mean_yr_land,ssp245,INM-CM4-8,Model Subset,5.653198558641378
3408,pr,ts_mean_yr_land,ssp245,INM-CM5-0,All Models,4.433019257859613
3409,pr,ts_mean_yr_land,ssp245,INM-CM5-0,Model Subset,4.433019257859613
3410,pr,ts_mean_yr_land,ssp245,IPSL-CM6A-LR,All Models,5.680942148637158
3411,pr,ts_mean_yr_land,ssp245,KACE-1-0-G,All Models,6.204698676088142
3412,pr,ts_mean_yr_land,ssp245,KIOST-ESM,All Models,6.1506036492598355
3413,pr,ts_mean_yr_land,ssp245,MCM-UA-1-0,All Models,5.814965298553403
3414,pr,ts_mean_yr_land,ssp245,MCM-UA-1-0,Model Subset,5.814965298553403
3415,pr,ts_mean_yr_land,ssp245,MIROC-ES2L,All Models,4.599192217534892
3416,pr,ts_mean_yr_land,ssp245,MIROC-ES2L,Model Subset,4.599192217534892
3417,pr,ts_mean_yr_land,ssp245,MIROC6,All Models,4.268118222522332
3418,pr,ts_mean_yr_land,ssp245,MIROC6,Model Subset,4.268118222522332
3419,pr,ts_mean_yr_land,ssp245,MPI-ESM1-2-HR,All Models,1.708724829106231
3420,pr,ts_mean_yr_land,ssp245,MPI-ESM1-2-HR,Model Subset,1.708724829106231
3421,pr,ts_mean_yr_land,ssp245,MPI-ESM1-2-LR,All Models,3.170615805731984
3422,pr,ts_mean_yr_land,ssp245,MPI-ESM1-2-LR,Model Subset,3.170615805731984
3423,pr,ts_mean_yr_land,ssp245,MRI-ESM2-0,All Models,4.979925472690752
3424,pr,ts_mean_yr_land,ssp245,MRI-ESM2-0,Model Subset,4.979925472690752
3425,pr,ts_mean_yr_land,ssp245,NESM3,All Models,5.40522212372214
3426,pr,ts_mean_yr_land,ssp245,NorESM2-LM,All Models,0.9832339517422355
3427,pr,ts_mean_yr_land,ssp245,NorESM2-LM,Model Subset,0.9832339517422355
3428,pr,ts_mean_yr_land,ssp245,NorESM2-MM,All Models,0.7794376256841105
3429,pr,ts_mean_yr_land,ssp245,NorESM2-MM,Model Subset,0.7794376256841105
3430,pr,ts_mean_yr_land,ssp245,TaiESM1,All Models,8.639241459367994
3431,pr,ts_mean_yr_land,ssp245,UKESM1-0-LL,All Models,6.251822380938833
3432,pr,ts_mean_yr_land,ssp370,ACCESS-CM2,All Models,8.259527291058916
3433,pr,ts_mean_yr_land,ssp370,ACCESS-CM2,Model Subset,8.259527291058916
3434,pr,ts_mean_yr_land,ssp370,ACCESS-ESM1-5,All Models,2.0391363569585934
3435,pr,ts_mean_yr_land,ssp370,ACCESS-ESM1-5,Model Subset,2.0391363569585934
3436,pr,ts_mean_yr_land,ssp370,AWI-CM-1-1-MR,All Models,2.949334858524452
3437,pr,ts_mean_yr_land,ssp370,AWI-CM-1-1-MR,Model Subset,2.949334858524452
3438,pr,ts_mean_yr_land,ssp370,BCC-CSM2-MR,All Models,3.4555996518956817
3439,pr,ts_mean_yr_land,ssp370,BCC-CSM2-MR,Model Subset,3.4555996518956817
3440,pr,ts_mean_yr_land,ssp370,CAMS-CSM1-0,All Models,5.047973314050438
3441,pr,ts_mean_yr_land,ssp370,CAMS-CSM1-0,Model Subset,5.047973314050438
3442,pr,ts_mean_yr_land,ssp370,CAS-ESM2-0,All Models,1.766119212314507
3443,pr,ts_mean_yr_land,ssp370,CESM2,All Models,2.225057875497356
3444,pr,ts_mean_yr_land,ssp370,CESM2-WACCM,All Models,1.6760388838545737
3445,pr,ts_mean_yr_land,ssp370,CESM2-WACCM,Model Subset,1.6760388838545737
3446,pr,ts_mean_yr_land,ssp370,CMCC-CM2-SR5,All Models,6.879049638829457
3447,pr,ts_mean_yr_land,ssp370,CMCC-CM2-SR5,Model Subset,6.879049638829457
3448,pr,ts_mean_yr_land,ssp370,CMCC-ESM2,All Models,6.614607964085096
3449,pr,ts_mean_yr_land,ssp370,CMCC-ESM2,Model Subset,6.614607964085096
3450,pr,ts_mean_yr_land,ssp370,CNRM-CM6-1,All Models,4.149051649005287
3451,pr,ts_mean_yr_land,ssp370,CNRM-CM6-1,Model Subset,4.149051649005287
3452,pr,ts_mean_yr_land,ssp370,CNRM-CM6-1-HR,All Models,5.355521184123688
3453,pr,ts_mean_yr_land,ssp370,CNRM-CM6-1-HR,Model Subset,5.355521184123688
3454,pr,ts_mean_yr_land,ssp370,CNRM-ESM2-1,All Models,4.826246819394598
3455,pr,ts_mean_yr_land,ssp370,CNRM-ESM2-1,Model Subset,4.826246819394598
3456,pr,ts_mean_yr_land,ssp370,CanESM5,All Models,9.704907275896076
3457,pr,ts_mean_yr_land,ssp370,CanESM5-CanOE,All Models,9.993626732638717
3458,pr,ts_mean_yr_land,ssp370,EC-Earth3,All Models,8.701078299567286
3459,pr,ts_mean_yr_land,ssp370,EC-Earth3-AerChem,All Models,10.334719236407423
3460,pr,ts_mean_yr_land,ssp370,EC-Earth3-AerChem,Model Subset,10.334719236407423
3461,pr,ts_mean_yr_land,ssp370,EC-Earth3-Veg,All Models,7.991475932201666
3462,pr,ts_mean_yr_land,ssp370,EC-Earth3-Veg-LR,All Models,8.596038531381694
3463,pr,ts_mean_yr_land,ssp370,FGOALS-f3-L,All Models,8.275669215742099
3464,pr,ts_mean_yr_land,ssp370,FGOALS-f3-L,Model Subset,8.275669215742099
3465,pr,ts_mean_yr_land,ssp370,FGOALS-g3,All Models,2.796451038998157
3466,pr,ts_mean_yr_land,ssp370,FGOALS-g3,Model Subset,2.796451038998157
3467,pr,ts_mean_yr_land,ssp370,GFDL-ESM4,All Models,-1.2888617827595539
3468,pr,ts_mean_yr_land,ssp370,GFDL-ESM4,Model Subset,-1.2888617827595539
3469,pr,ts_mean_yr_land,ssp370,GISS-E2-1-G,All Models,2.7715944120566434
3470,pr,ts_mean_yr_land,ssp370,GISS-E2-1-G,Model Subset,2.7715944120566434
3471,pr,ts_mean_yr_land,ssp370,GISS-E2-1-H,All Models,3.8470362847911304
3472,pr,ts_mean_yr_land,ssp370,GISS-E2-1-H,Model Subset,3.8470362847911304
3473,pr,ts_mean_yr_land,ssp370,GISS-E2-2-G,All Models,2.8788196822946475
3474,pr,ts_mean_yr_land,ssp370,GISS-E2-2-G,Model Subset,2.8788196822946475
3475,pr,ts_mean_yr_land,ssp370,IITM-ESM,All Models,4.902789617251642
3476,pr,ts_mean_yr_land,ssp370,IITM-ESM,Model Subset,4.902789617251642
3477,pr,ts_mean_yr_land,ssp370,INM-CM4-8,All Models,8.064805540084805
3478,pr,ts_mean_yr_land,ssp370,INM-CM4-8,Model Subset,8.064805540084805
3479,pr,ts_mean_yr_land,ssp370,INM-CM5-0,All Models,6.88814745427392
3480,pr,ts_mean_yr_land,ssp370,INM-CM5-0,Model Subset,6.88814745427392
3481,pr,ts_mean_yr_land,ssp370,IPSL-CM5A2-INCA,All Models,2.7225641938724863
3482,pr,ts_mean_yr_land,ssp370,IPSL-CM5A2-INCA,Model Subset,2.7225641938724863
3483,pr,ts_mean_yr_land,ssp370,IPSL-CM6A-LR,All Models,6.756637335344365
3484,pr,ts_mean_yr_land,ssp370,KACE-1-0-G,All Models,7.360447255277677
3485,pr,ts_mean_yr_land,ssp370,MCM-UA-1-0,All Models,7.144999882494929
3486,pr,ts_mean_yr_land,ssp370,MCM-UA-1-0,Model Subset,7.144999882494929
3487,pr,ts_mean_yr_land,ssp370,MIROC-ES2L,All Models,5.0231677120494
3488,pr,ts_mean_yr_land,ssp370,MIROC-ES2L,Model Subset,5.0231677120494
3489,pr,ts_mean_yr_land,ssp370,MIROC6,All Models,4.691327672408619
3490,pr,ts_mean_yr_land,ssp370,MIROC6,Model Subset,4.691327672408619
3491,pr,ts_mean_yr_land,ssp370,MPI-ESM1-2-HR,All Models,2.2232754196791404
3492,pr,ts_mean_yr_land,ssp370,MPI-ESM1-2-HR,Model Subset,2.2232754196791404
3493,pr,ts_mean_yr_land,ssp370,MPI-ESM1-2-LR,All Models,4.295972340577293
3494,pr,ts_mean_yr_land,ssp370,MPI-ESM1-2-LR,Model Subset,4.295972340577293
3495,pr,ts_mean_yr_land,ssp370,MRI-ESM2-0,All Models,3.427501775750656
3496,pr,ts_mean_yr_land,ssp370,MRI-ESM2-0,Model Subset,3.427501775750656
3497,pr,ts_mean_yr_land,ssp370,NorESM2-LM,All Models,1.4062934169890156
3498,pr,ts_mean_yr_land,ssp370,NorESM2-LM,Model Subset,1.4062934169890156
3499,pr,ts_mean_yr_land,ssp370,NorESM2-MM,All Models,1.2447631260151724
3500,pr,ts_mean_yr_land,ssp370,NorESM2-MM,Model Subset,1.2447631260151724
3501,pr,ts_mean_yr_land,ssp370,TaiESM1,All Models,7.216283423172669
3502,pr,ts_mean_yr_land,ssp370,UKESM1-0-LL,All Models,6.887257214935758
3503,pr,ts_mean_yr_land,ssp370,UKESM1-1-LL,All Models,6.2871560559784
3504,pr,ts_mean_yr_land,ssp434,CNRM-ESM2-1,All Models,3.4867092961051185
3505,pr,ts_mean_yr_land,ssp434,CNRM-ESM2-1,Model Subset,3.4867092961051185
3506,pr,ts_mean_yr_land,ssp434,CanESM5,All Models,7.568158597403439
3507,pr,ts_mean_yr_land,ssp434,EC-Earth3,All Models,4.7519473989248695
3508,pr,ts_mean_yr_land,ssp434,FGOALS-g3,All Models,1.7068002657616432
3509,pr,ts_mean_yr_land,ssp434,FGOALS-g3,Model Subset,1.7068002657616432
3510,pr,ts_mean_yr_land,ssp434,GISS-E2-1-G,All Models,2.9381616407521847
3511,pr,ts_mean_yr_land,ssp434,GISS-E2-1-G,Model Subset,2.9381616407521847
3512,pr,ts_mean_yr_land,ssp434,GISS-E2-1-H,All Models,3.116249475295845
3513,pr,ts_mean_yr_land,ssp434,GISS-E2-1-H,Model Subset,3.116249475295845
3514,pr,ts_mean_yr_land,ssp434,IPSL-CM6A-LR,All Models,4.68551167767086
3515,pr,ts_mean_yr_land,ssp434,MIROC6,All Models,2.3036770270882982
3516,pr,ts_mean_yr_land,ssp434,MIROC6,Model Subset,2.3036770270882982
3517,pr,ts_mean_yr_land,ssp434,MRI-ESM2-0,All Models,3.9795312158520915
3518,pr,ts_mean_yr_land,ssp434,MRI-ESM2-0,Model Subset,3.9795312158520915
3519,pr,ts_mean_yr_land,ssp434,UKESM1-0-LL,All Models,5.577410015730393
3520,pr,ts_mean_yr_land,ssp460,CNRM-ESM2-1,All Models,4.589649631609376
3521,pr,ts_mean_yr_land,ssp460,CNRM-ESM2-1,Model Subset,4.589649631609376
3522,pr,ts_mean_yr_land,ssp460,CanESM5,All Models,8.86988821198321
3523,pr,ts_mean_yr_land,ssp460,EC-Earth3,All Models,6.438601001687715
3524,pr,ts_mean_yr_land,ssp460,FGOALS-g3,All Models,2.1336683876464946
3525,pr,ts_mean_yr_land,ssp460,FGOALS-g3,Model Subset,2.1336683876464946
3526,pr,ts_mean_yr_land,ssp460,GISS-E2-1-G,All Models,2.857173368645306
3527,pr,ts_mean_yr_land,ssp460,GISS-E2-1-G,Model Subset,2.857173368645306
3528,pr,ts_mean_yr_land,ssp460,GISS-E2-1-H,All Models,3.6485678894531333
3529,pr,ts_mean_yr_land,ssp460,GISS-E2-1-H,Model Subset,3.6485678894531333
3530,pr,ts_mean_yr_land,ssp460,IPSL-CM6A-LR,All Models,6.054779645830749
3531,pr,ts_mean_yr_land,ssp460,MIROC6,All Models,4.793701231762043
3532,pr,ts_mean_yr_land,ssp460,MIROC6,Model Subset,4.793701231762043
3533,pr,ts_mean_yr_land,ssp460,MRI-ESM2-0,All Models,4.659069871778158
3534,pr,ts_mean_yr_land,ssp460,MRI-ESM2-0,Model Subset,4.659069871778158
3535,pr,ts_mean_yr_land,ssp585,ACCESS-CM2,All Models,9.723495277139236
3536,pr,ts_mean_yr_land,ssp585,ACCESS-CM2,Model Subset,9.723495277139236
3537,pr,ts_mean_yr_land,ssp585,ACCESS-ESM1-5,All Models,2.4405771456461878
3538,pr,ts_mean_yr_land,ssp585,ACCESS-ESM1-5,Model Subset,2.4405771456461878
3539,pr,ts_mean_yr_land,ssp585,AWI-CM-1-1-MR,All Models,3.0930872338887525
3540,pr,ts_mean_yr_land,ssp585,AWI-CM-1-1-MR,Model Subset,3.0930872338887525
3541,pr,ts_mean_yr_land,ssp585,BCC-CSM2-MR,All Models,3.6927108392480363
3542,pr,ts_mean_yr_land,ssp585,BCC-CSM2-MR,Model Subset,3.6927108392480363
3543,pr,ts_mean_yr_land,ssp585,CAMS-CSM1-0,All Models,6.104502538370298
3544,pr,ts_mean_yr_land,ssp585,CAMS-CSM1-0,Model Subset,6.104502538370298
3545,pr,ts_mean_yr_land,ssp585,CAS-ESM2-0,All Models,5.083040681778172
3546,pr,ts_mean_yr_land,ssp585,CESM2,All Models,5.283471863999523
3547,pr,ts_mean_yr_land,ssp585,CESM2-WACCM,All Models,4.206991504541364
3548,pr,ts_mean_yr_land,ssp585,CESM2-WACCM,Model Subset,4.206991504541364
3549,pr,ts_mean_yr_land,ssp585,CIESM,All Models,5.747155553999207
3550,pr,ts_mean_yr_land,ssp585,CMCC-CM2-SR5,All Models,10.784534666873654
3551,pr,ts_mean_yr_land,ssp585,CMCC-CM2-SR5,Model Subset,10.784534666873654
3552,pr,ts_mean_yr_land,ssp585,CMCC-ESM2,All Models,9.985911219360176
3553,pr,ts_mean_yr_land,ssp585,CMCC-ESM2,Model Subset,9.985911219360176
3554,pr,ts_mean_yr_land,ssp585,CNRM-CM6-1,All Models,5.858209915345569
3555,pr,ts_mean_yr_land,ssp585,CNRM-CM6-1,Model Subset,5.858209915345569
3556,pr,ts_mean_yr_land,ssp585,CNRM-CM6-1-HR,All Models,7.447529479632124
3557,pr,ts_mean_yr_land,ssp585,CNRM-CM6-1-HR,Model Subset,7.447529479632124
3558,pr,ts_mean_yr_land,ssp585,CNRM-ESM2-1,All Models,6.533853682190397
3559,pr,ts_mean_yr_land,ssp585,CNRM-ESM2-1,Model Subset,6.533853682190397
3560,pr,ts_mean_yr_land,ssp585,CanESM5,All Models,12.360906254110219
3561,pr,ts_mean_yr_land,ssp585,CanESM5-CanOE,All Models,12.915018463806419
3562,pr,ts_mean_yr_land,ssp585,E3SM-1-0,All Models,11.095050873048507
3563,pr,ts_mean_yr_land,ssp585,E3SM-1-1,All Models,12.20544574393901
3564,pr,ts_mean_yr_land,ssp585,E3SM-1-1-ECA,All Models,10.836132883891239
3565,pr,ts_mean_yr_land,ssp585,EC-Earth3,All Models,11.778030947853864
3566,pr,ts_mean_yr_land,ssp585,EC-Earth3-CC,All Models,10.295481931222255
3567,pr,ts_mean_yr_land,ssp585,EC-Earth3-Veg,All Models,11.358436553687653
3568,pr,ts_mean_yr_land,ssp585,EC-Earth3-Veg-LR,All Models,10.356800015846247
3569,pr,ts_mean_yr_land,ssp585,FGOALS-f3-L,All Models,9.36344331336791
3570,pr,ts_mean_yr_land,ssp585,FGOALS-f3-L,Model Subset,9.36344331336791
3571,pr,ts_mean_yr_land,ssp585,FGOALS-g3,All Models,3.2030227446719124
3572,pr,ts_mean_yr_land,ssp585,FGOALS-g3,Model Subset,3.2030227446719124
3573,pr,ts_mean_yr_land,ssp585,FIO-ESM-2-0,All Models,8.03660843421521
3574,pr,ts_mean_yr_land,ssp585,GFDL-CM4,All Models,5.559405568030471
3575,pr,ts_mean_yr_land,ssp585,GFDL-CM4,Model Subset,5.559405568030471
3576,pr,ts_mean_yr_land,ssp585,GFDL-ESM4,All Models,-0.13115793351873606
3577,pr,ts_mean_yr_land,ssp585,GFDL-ESM4,Model Subset,-0.13115793351873606
3578,pr,ts_mean_yr_land,ssp585,GISS-E2-1-G,All Models,4.080785656804679
3579,pr,ts_mean_yr_land,ssp585,GISS-E2-1-G,Model Subset,4.080785656804679
3580,pr,ts_mean_yr_land,ssp585,GISS-E2-1-H,All Models,5.314483470670581
3581,pr,ts_mean_yr_land,ssp585,GISS-E2-1-H,Model Subset,5.314483470670581
3582,pr,ts_mean_yr_land,ssp585,GISS-E2-2-G,All Models,3.248633208875347
3583,pr,ts_mean_yr_land,ssp585,GISS-E2-2-G,Model Subset,3.248633208875347
3584,pr,ts_mean_yr_land,ssp585,HadGEM3-GC31-LL,All Models,7.975692371212162
3585,pr,ts_mean_yr_land,ssp585,HadGEM3-GC31-MM,All Models,8.080196830762773
3586,pr,ts_mean_yr_land,ssp585,IITM-ESM,All Models,6.65707383217412
3587,pr,ts_mean_yr_land,ssp585,IITM-ESM,Model Subset,6.65707383217412
3588,pr,ts_mean_yr_land,ssp585,INM-CM4-8,All Models,11.996487388903859
3589,pr,ts_mean_yr_land,ssp585,INM-CM4-8,Model Subset,11.996487388903859
3590,pr,ts_mean_yr_land,ssp585,INM-CM5-0,All Models,8.857824653503286
3591,pr,ts_mean_yr_land,ssp585,INM-CM5-0,Model Subset,8.857824653503286
3592,pr,ts_mean_yr_land,ssp585,IPSL-CM6A-LR,All Models,8.20463760848645
3593,pr,ts_mean_yr_land,ssp585,KACE-1-0-G,All Models,9.441986812225366
3594,pr,ts_mean_yr_land,ssp585,KIOST-ESM,All Models,8.16605220586463
3595,pr,ts_mean_yr_land,ssp585,MCM-UA-1-0,All Models,10.105784116459134
3596,pr,ts_mean_yr_land,ssp585,MCM-UA-1-0,Model Subset,10.105784116459134
3597,pr,ts_mean_yr_land,ssp585,MIROC-ES2L,All Models,7.137686636003835
3598,pr,ts_mean_yr_land,ssp585,MIROC-ES2L,Model Subset,7.137686636003835
3599,pr,ts_mean_yr_land,ssp585,MIROC6,All Models,6.801371919546767
3600,pr,ts_mean_yr_land,ssp585,MIROC6,Model Subset,6.801371919546767
3601,pr,ts_mean_yr_land,ssp585,MPI-ESM1-2-HR,All Models,3.650978654989075
3602,pr,ts_mean_yr_land,ssp585,MPI-ESM1-2-HR,Model Subset,3.650978654989075
3603,pr,ts_mean_yr_land,ssp585,MPI-ESM1-2-LR,All Models,5.9372729683697685
3604,pr,ts_mean_yr_land,ssp585,MPI-ESM1-2-LR,Model Subset,5.9372729683697685
3605,pr,ts_mean_yr_land,ssp585,MRI-ESM2-0,All Models,6.275018950299369
3606,pr,ts_mean_yr_land,ssp585,MRI-ESM2-0,Model Subset,6.275018950299369
3607,pr,ts_mean_yr_land,ssp585,NESM3,All Models,10.776264599408947
3608,pr,ts_mean_yr_land,ssp585,NorESM2-LM,All Models,1.7795052872855734
3609,pr,ts_mean_yr_land,ssp585,NorESM2-LM,Model Subset,1.7795052872855734
3610,pr,ts_mean_yr_land,ssp585,NorESM2-MM,All Models,0.774893922549424
3611,pr,ts_mean_yr_land,ssp585,NorESM2-MM,Model Subset,0.774893922549424
3612,pr,ts_mean_yr_land,ssp585,TaiESM1,All Models,10.403920048885368
3613,pr,ts_mean_yr_land,ssp585,UKESM1-0-LL,All Models,8.830736151158987
3614,pr,ts_min_yr_land,ssp119,CAMS-CSM1-0,All Models,2.214633670931647
3615,pr,ts_min_yr_land,ssp119,CAMS-CSM1-0,Model Subset,2.214633670931647
3616,pr,ts_min_yr_land,ssp119,CNRM-ESM2-1,All Models,1.0137120881710757
3617,pr,ts_min_yr_land,ssp119,CNRM-ESM2-1,Model Subset,1.0137120881710757
3618,pr,ts_min_yr_land,ssp119,CanESM5,All Models,6.378714319814094
3619,pr,ts_min_yr_land,ssp119,EC-Earth3,All Models,0.02568317293128075
3620,pr,ts_min_yr_land,ssp119,EC-Earth3-Veg,All Models,0.9390803296816443
3621,pr,ts_min_yr_land,ssp119,EC-Earth3-Veg-LR,All Models,3.7283869571909634
3622,pr,ts_min_yr_land,ssp119,FGOALS-g3,All Models,0.7548019791884855
3623,pr,ts_min_yr_land,ssp119,FGOALS-g3,Model Subset,0.7548019791884855
3624,pr,ts_min_yr_land,ssp119,GFDL-ESM4,All Models,5.008925460440594
3625,pr,ts_min_yr_land,ssp119,GFDL-ESM4,Model Subset,5.008925460440594
3626,pr,ts_min_yr_land,ssp119,GISS-E2-1-G,All Models,2.680682255921269
3627,pr,ts_min_yr_land,ssp119,GISS-E2-1-G,Model Subset,2.680682255921269
3628,pr,ts_min_yr_land,ssp119,GISS-E2-1-H,All Models,2.3608429131314494
3629,pr,ts_min_yr_land,ssp119,GISS-E2-1-H,Model Subset,2.3608429131314494
3630,pr,ts_min_yr_land,ssp119,IPSL-CM6A-LR,All Models,2.2401199719326144
3631,pr,ts_min_yr_land,ssp119,MIROC-ES2L,All Models,2.3560424923962273
3632,pr,ts_min_yr_land,ssp119,MIROC-ES2L,Model Subset,2.3560424923962273
3633,pr,ts_min_yr_land,ssp119,MIROC6,All Models,1.5339195452843342
3634,pr,ts_min_yr_land,ssp119,MIROC6,Model Subset,1.5339195452843342
3635,pr,ts_min_yr_land,ssp119,MPI-ESM1-2-LR,All Models,1.7275778546979979
3636,pr,ts_min_yr_land,ssp119,MPI-ESM1-2-LR,Model Subset,1.7275778546979979
3637,pr,ts_min_yr_land,ssp119,MRI-ESM2-0,All Models,3.067325582659862
3638,pr,ts_min_yr_land,ssp119,MRI-ESM2-0,Model Subset,3.067325582659862
3639,pr,ts_min_yr_land,ssp119,UKESM1-0-LL,All Models,0.9420235781472712
3640,pr,ts_min_yr_land,ssp126,ACCESS-CM2,All Models,3.4824375114324653
3641,pr,ts_min_yr_land,ssp126,ACCESS-CM2,Model Subset,3.4824375114324653
3642,pr,ts_min_yr_land,ssp126,ACCESS-ESM1-5,All Models,0.4842834025267848
3643,pr,ts_min_yr_land,ssp126,ACCESS-ESM1-5,Model Subset,0.4842834025267848
3644,pr,ts_min_yr_land,ssp126,AWI-CM-1-1-MR,All Models,-1.0160335371932376
3645,pr,ts_min_yr_land,ssp126,AWI-CM-1-1-MR,Model Subset,-1.0160335371932376
3646,pr,ts_min_yr_land,ssp126,BCC-CSM2-MR,All Models,-1.6634809895120668
3647,pr,ts_min_yr_land,ssp126,BCC-CSM2-MR,Model Subset,-1.6634809895120668
