,Variable,Statistic,Scenario,Model,Strategy,Value
0,tas,ts_mean_yr,ssp119,CAMS-CSM1-0,All Models,0.3658323287963867
1,tas,ts_mean_yr,ssp119,CAMS-CSM1-0,Model Subset,0.3658323287963867
2,tas,ts_mean_yr,ssp119,CNRM-ESM2-1,All Models,0.9935455322265625
3,tas,ts_mean_yr,ssp119,CNRM-ESM2-1,Model Subset,0.9935455322265625
4,tas,ts_mean_yr,ssp119,CanESM5,All Models,1.000112533569336
5,tas,ts_mean_yr,ssp119,EC-Earth3,All Models,0.8962392807006836
6,tas,ts_mean_yr,ssp119,EC-Earth3-Veg,All Models,0.7925148010253906
7,tas,ts_mean_yr,ssp119,EC-Earth3-Veg-LR,All Models,0.9099454879760742
8,tas,ts_mean_yr,ssp119,FGOALS-g3,All Models,0.13980674743652344
9,tas,ts_mean_yr,ssp119,FGOALS-g3,Model Subset,0.13980674743652344
10,tas,ts_mean_yr,ssp119,GFDL-ESM4,All Models,0.4056539535522461
11,tas,ts_mean_yr,ssp119,GFDL-ESM4,Model Subset,0.4056539535522461
12,tas,ts_mean_yr,ssp119,GISS-E2-1-G,All Models,0.9217319488525391
13,tas,ts_mean_yr,ssp119,GISS-E2-1-G,Model Subset,0.9217319488525391
14,tas,ts_mean_yr,ssp119,GISS-E2-1-H,All Models,1.0366716384887695
15,tas,ts_mean_yr,ssp119,GISS-E2-1-H,Model Subset,1.0366716384887695
16,tas,ts_mean_yr,ssp119,IPSL-CM6A-LR,All Models,0.8083133697509766
17,tas,ts_mean_yr,ssp119,MIROC-ES2L,All Models,0.6393680572509766
18,tas,ts_mean_yr,ssp119,MIROC-ES2L,Model Subset,0.6393680572509766
19,tas,ts_mean_yr,ssp119,MIROC6,All Models,0.5264139175415039
20,tas,ts_mean_yr,ssp119,MIROC6,Model Subset,0.5264139175415039
21,tas,ts_mean_yr,ssp119,MPI-ESM1-2-LR,All Models,0.3099985122680664
22,tas,ts_mean_yr,ssp119,MPI-ESM1-2-LR,Model Subset,0.3099985122680664
23,tas,ts_mean_yr,ssp119,MRI-ESM2-0,All Models,0.6855020523071289
24,tas,ts_mean_yr,ssp119,MRI-ESM2-0,Model Subset,0.6855020523071289
25,tas,ts_mean_yr,ssp119,UKESM1-0-LL,All Models,1.5401153564453125
26,tas,ts_mean_yr,ssp126,ACCESS-CM2,All Models,1.731093406677246
27,tas,ts_mean_yr,ssp126,ACCESS-CM2,Model Subset,1.731093406677246
28,tas,ts_mean_yr,ssp126,ACCESS-ESM1-5,All Models,1.3438749313354492
29,tas,ts_mean_yr,ssp126,ACCESS-ESM1-5,Model Subset,1.3438749313354492
30,tas,ts_mean_yr,ssp126,AWI-CM-1-1-MR,All Models,0.9677038192749023
31,tas,ts_mean_yr,ssp126,AWI-CM-1-1-MR,Model Subset,0.9677038192749023
32,tas,ts_mean_yr,ssp126,BCC-CSM2-MR,All Models,0.9484367370605469
33,tas,ts_mean_yr,ssp126,BCC-CSM2-MR,Model Subset,0.9484367370605469
34,tas,ts_mean_yr,ssp126,CAMS-CSM1-0,All Models,0.6997699737548828
35,tas,ts_mean_yr,ssp126,CAMS-CSM1-0,Model Subset,0.6997699737548828
36,tas,ts_mean_yr,ssp126,CAS-ESM2-0,All Models,1.7494430541992188
37,tas,ts_mean_yr,ssp126,CESM2,All Models,1.426565170288086
38,tas,ts_mean_yr,ssp126,CESM2-WACCM,All Models,1.441080093383789
39,tas,ts_mean_yr,ssp126,CESM2-WACCM,Model Subset,1.441080093383789
40,tas,ts_mean_yr,ssp126,CIESM,All Models,0.9818534851074219
41,tas,ts_mean_yr,ssp126,CMCC-CM2-SR5,All Models,1.6611051559448242
42,tas,ts_mean_yr,ssp126,CMCC-CM2-SR5,Model Subset,1.6611051559448242
43,tas,ts_mean_yr,ssp126,CMCC-ESM2,All Models,1.8555173873901367
44,tas,ts_mean_yr,ssp126,CMCC-ESM2,Model Subset,1.8555173873901367
45,tas,ts_mean_yr,ssp126,CNRM-CM6-1,All Models,1.3515024185180664
46,tas,ts_mean_yr,ssp126,CNRM-CM6-1,Model Subset,1.3515024185180664
47,tas,ts_mean_yr,ssp126,CNRM-CM6-1-HR,All Models,1.6595649719238281
48,tas,ts_mean_yr,ssp126,CNRM-CM6-1-HR,Model Subset,1.6595649719238281
49,tas,ts_mean_yr,ssp126,CNRM-ESM2-1,All Models,1.404104232788086
50,tas,ts_mean_yr,ssp126,CNRM-ESM2-1,Model Subset,1.404104232788086
51,tas,ts_mean_yr,ssp126,CanESM5,All Models,1.5555152893066406
52,tas,ts_mean_yr,ssp126,CanESM5-CanOE,All Models,1.6006946563720703
53,tas,ts_mean_yr,ssp126,EC-Earth3,All Models,1.3653440475463867
54,tas,ts_mean_yr,ssp126,EC-Earth3-Veg,All Models,1.3088970184326172
55,tas,ts_mean_yr,ssp126,EC-Earth3-Veg-LR,All Models,1.403468132019043
56,tas,ts_mean_yr,ssp126,FGOALS-f3-L,All Models,0.8804025650024414
57,tas,ts_mean_yr,ssp126,FGOALS-f3-L,Model Subset,0.8804025650024414
58,tas,ts_mean_yr,ssp126,FGOALS-g3,All Models,0.5033378601074219
59,tas,ts_mean_yr,ssp126,FGOALS-g3,Model Subset,0.5033378601074219
60,tas,ts_mean_yr,ssp126,FIO-ESM-2-0,All Models,1.039804458618164
61,tas,ts_mean_yr,ssp126,GFDL-ESM4,All Models,0.7911615371704102
62,tas,ts_mean_yr,ssp126,GFDL-ESM4,Model Subset,0.7911615371704102
63,tas,ts_mean_yr,ssp126,GISS-E2-1-G,All Models,1.178192138671875
64,tas,ts_mean_yr,ssp126,GISS-E2-1-G,Model Subset,1.178192138671875
65,tas,ts_mean_yr,ssp126,GISS-E2-1-H,All Models,1.353837013244629
66,tas,ts_mean_yr,ssp126,GISS-E2-1-H,Model Subset,1.353837013244629
67,tas,ts_mean_yr,ssp126,GISS-E2-2-G,All Models,1.4740228652954102
68,tas,ts_mean_yr,ssp126,GISS-E2-2-G,Model Subset,1.4740228652954102
69,tas,ts_mean_yr,ssp126,HadGEM3-GC31-LL,All Models,1.919942855834961
70,tas,ts_mean_yr,ssp126,HadGEM3-GC31-MM,All Models,2.1090450286865234
71,tas,ts_mean_yr,ssp126,IITM-ESM,All Models,0.5683565139770508
72,tas,ts_mean_yr,ssp126,IITM-ESM,Model Subset,0.5683565139770508
73,tas,ts_mean_yr,ssp126,INM-CM4-8,All Models,0.6764259338378906
74,tas,ts_mean_yr,ssp126,INM-CM4-8,Model Subset,0.6764259338378906
75,tas,ts_mean_yr,ssp126,INM-CM5-0,All Models,0.7095298767089844
76,tas,ts_mean_yr,ssp126,INM-CM5-0,Model Subset,0.7095298767089844
77,tas,ts_mean_yr,ssp126,IPSL-CM5A2-INCA,All Models,0.7705497741699219
78,tas,ts_mean_yr,ssp126,IPSL-CM5A2-INCA,Model Subset,0.7705497741699219
79,tas,ts_mean_yr,ssp126,IPSL-CM6A-LR,All Models,1.3162527084350586
80,tas,ts_mean_yr,ssp126,KACE-1-0-G,All Models,1.636235237121582
81,tas,ts_mean_yr,ssp126,KIOST-ESM,All Models,0.638127326965332
82,tas,ts_mean_yr,ssp126,MCM-UA-1-0,All Models,0.9744939804077148
83,tas,ts_mean_yr,ssp126,MCM-UA-1-0,Model Subset,0.9744939804077148
84,tas,ts_mean_yr,ssp126,MIROC-ES2L,All Models,0.9451913833618164
85,tas,ts_mean_yr,ssp126,MIROC-ES2L,Model Subset,0.9451913833618164
86,tas,ts_mean_yr,ssp126,MIROC6,All Models,0.8357505798339844
87,tas,ts_mean_yr,ssp126,MIROC6,Model Subset,0.8357505798339844
88,tas,ts_mean_yr,ssp126,MPI-ESM1-2-HR,All Models,0.6867799758911133
89,tas,ts_mean_yr,ssp126,MPI-ESM1-2-HR,Model Subset,0.6867799758911133
90,tas,ts_mean_yr,ssp126,MPI-ESM1-2-LR,All Models,0.6391716003417969
91,tas,ts_mean_yr,ssp126,MPI-ESM1-2-LR,Model Subset,0.6391716003417969
92,tas,ts_mean_yr,ssp126,MRI-ESM2-0,All Models,0.9895296096801758
93,tas,ts_mean_yr,ssp126,MRI-ESM2-0,Model Subset,0.9895296096801758
94,tas,ts_mean_yr,ssp126,NESM3,All Models,1.0283746719360352
95,tas,ts_mean_yr,ssp126,NorESM2-LM,All Models,0.7124834060668945
96,tas,ts_mean_yr,ssp126,NorESM2-LM,Model Subset,0.7124834060668945
97,tas,ts_mean_yr,ssp126,NorESM2-MM,All Models,0.8146562576293945
98,tas,ts_mean_yr,ssp126,NorESM2-MM,Model Subset,0.8146562576293945
99,tas,ts_mean_yr,ssp126,TaiESM1,All Models,2.164216995239258
100,tas,ts_mean_yr,ssp126,UKESM1-0-LL,All Models,2.00911808013916
101,tas,ts_mean_yr,ssp126,UKESM1-1-LL,All Models,1.8136558532714844
102,tas,ts_mean_yr,ssp245,ACCESS-CM2,All Models,2.6413488388061523
103,tas,ts_mean_yr,ssp245,ACCESS-CM2,Model Subset,2.6413488388061523
104,tas,ts_mean_yr,ssp245,ACCESS-ESM1-5,All Models,2.2227487564086914
105,tas,ts_mean_yr,ssp245,ACCESS-ESM1-5,Model Subset,2.2227487564086914
106,tas,ts_mean_yr,ssp245,AWI-CM-1-1-MR,All Models,1.806218147277832
107,tas,ts_mean_yr,ssp245,AWI-CM-1-1-MR,Model Subset,1.806218147277832
108,tas,ts_mean_yr,ssp245,BCC-CSM2-MR,All Models,1.7244586944580078
109,tas,ts_mean_yr,ssp245,BCC-CSM2-MR,Model Subset,1.7244586944580078
110,tas,ts_mean_yr,ssp245,CAMS-CSM1-0,All Models,1.3071937561035156
111,tas,ts_mean_yr,ssp245,CAMS-CSM1-0,Model Subset,1.3071937561035156
112,tas,ts_mean_yr,ssp245,CAS-ESM2-0,All Models,2.4959754943847656
113,tas,ts_mean_yr,ssp245,CESM2,All Models,2.2779855728149414
114,tas,ts_mean_yr,ssp245,CESM2-WACCM,All Models,2.204824447631836
115,tas,ts_mean_yr,ssp245,CESM2-WACCM,Model Subset,2.204824447631836
116,tas,ts_mean_yr,ssp245,CIESM,All Models,2.3138952255249023
117,tas,ts_mean_yr,ssp245,CMCC-CM2-SR5,All Models,2.4434375762939453
118,tas,ts_mean_yr,ssp245,CMCC-CM2-SR5,Model Subset,2.4434375762939453
119,tas,ts_mean_yr,ssp245,CMCC-ESM2,All Models,2.523404121398926
120,tas,ts_mean_yr,ssp245,CMCC-ESM2,Model Subset,2.523404121398926
121,tas,ts_mean_yr,ssp245,CNRM-CM6-1,All Models,2.280611991882324
122,tas,ts_mean_yr,ssp245,CNRM-CM6-1,Model Subset,2.280611991882324
123,tas,ts_mean_yr,ssp245,CNRM-CM6-1-HR,All Models,2.6149415969848633
124,tas,ts_mean_yr,ssp245,CNRM-CM6-1-HR,Model Subset,2.6149415969848633
125,tas,ts_mean_yr,ssp245,CNRM-ESM2-1,All Models,2.3434066772460938
126,tas,ts_mean_yr,ssp245,CNRM-ESM2-1,Model Subset,2.3434066772460938
127,tas,ts_mean_yr,ssp245,CanESM5,All Models,2.8246097564697266
128,tas,ts_mean_yr,ssp245,CanESM5-CanOE,All Models,2.80633544921875
129,tas,ts_mean_yr,ssp245,EC-Earth3,All Models,2.2948198318481445
130,tas,ts_mean_yr,ssp245,EC-Earth3-CC,All Models,2.169677734375
131,tas,ts_mean_yr,ssp245,EC-Earth3-Veg,All Models,2.2559804916381836
132,tas,ts_mean_yr,ssp245,EC-Earth3-Veg-LR,All Models,2.32694149017334
133,tas,ts_mean_yr,ssp245,FGOALS-f3-L,All Models,1.6625280380249023
134,tas,ts_mean_yr,ssp245,FGOALS-f3-L,Model Subset,1.6625280380249023
135,tas,ts_mean_yr,ssp245,FGOALS-g3,All Models,1.1586723327636719
136,tas,ts_mean_yr,ssp245,FGOALS-g3,Model Subset,1.1586723327636719
137,tas,ts_mean_yr,ssp245,FIO-ESM-2-0,All Models,2.031073570251465
138,tas,ts_mean_yr,ssp245,GFDL-CM4,All Models,2.10591983795166
139,tas,ts_mean_yr,ssp245,GFDL-CM4,Model Subset,2.10591983795166
140,tas,ts_mean_yr,ssp245,GFDL-ESM4,All Models,1.5028314590454102
141,tas,ts_mean_yr,ssp245,GFDL-ESM4,Model Subset,1.5028314590454102
142,tas,ts_mean_yr,ssp245,GISS-E2-1-G,All Models,1.8698911666870117
143,tas,ts_mean_yr,ssp245,GISS-E2-1-G,Model Subset,1.8698911666870117
144,tas,ts_mean_yr,ssp245,GISS-E2-1-H,All Models,2.0762176513671875
145,tas,ts_mean_yr,ssp245,GISS-E2-1-H,Model Subset,2.0762176513671875
146,tas,ts_mean_yr,ssp245,GISS-E2-2-G,All Models,2.058070182800293
147,tas,ts_mean_yr,ssp245,GISS-E2-2-G,Model Subset,2.058070182800293
148,tas,ts_mean_yr,ssp245,HadGEM3-GC31-LL,All Models,2.9892873764038086
149,tas,ts_mean_yr,ssp245,IITM-ESM,All Models,1.3157243728637695
150,tas,ts_mean_yr,ssp245,IITM-ESM,Model Subset,1.3157243728637695
151,tas,ts_mean_yr,ssp245,INM-CM4-8,All Models,1.3900680541992188
152,tas,ts_mean_yr,ssp245,INM-CM4-8,Model Subset,1.3900680541992188
153,tas,ts_mean_yr,ssp245,INM-CM5-0,All Models,1.4250221252441406
154,tas,ts_mean_yr,ssp245,INM-CM5-0,Model Subset,1.4250221252441406
155,tas,ts_mean_yr,ssp245,IPSL-CM6A-LR,All Models,2.441786766052246
156,tas,ts_mean_yr,ssp245,KACE-1-0-G,All Models,2.4220924377441406
157,tas,ts_mean_yr,ssp245,KIOST-ESM,All Models,1.5455970764160156
158,tas,ts_mean_yr,ssp245,MCM-UA-1-0,All Models,1.8651399612426758
159,tas,ts_mean_yr,ssp245,MCM-UA-1-0,Model Subset,1.8651399612426758
160,tas,ts_mean_yr,ssp245,MIROC-ES2L,All Models,1.7225456237792969
161,tas,ts_mean_yr,ssp245,MIROC-ES2L,Model Subset,1.7225456237792969
162,tas,ts_mean_yr,ssp245,MIROC6,All Models,1.510941505432129
163,tas,ts_mean_yr,ssp245,MIROC6,Model Subset,1.510941505432129
164,tas,ts_mean_yr,ssp245,MPI-ESM1-2-HR,All Models,1.4595918655395508
165,tas,ts_mean_yr,ssp245,MPI-ESM1-2-HR,Model Subset,1.4595918655395508
166,tas,ts_mean_yr,ssp245,MPI-ESM1-2-LR,All Models,1.4287290573120117
167,tas,ts_mean_yr,ssp245,MPI-ESM1-2-LR,Model Subset,1.4287290573120117
168,tas,ts_mean_yr,ssp245,MRI-ESM2-0,All Models,1.8022642135620117
169,tas,ts_mean_yr,ssp245,MRI-ESM2-0,Model Subset,1.8022642135620117
170,tas,ts_mean_yr,ssp245,NESM3,All Models,1.956833839416504
171,tas,ts_mean_yr,ssp245,NorESM2-LM,All Models,1.4540166854858398
172,tas,ts_mean_yr,ssp245,NorESM2-LM,Model Subset,1.4540166854858398
173,tas,ts_mean_yr,ssp245,NorESM2-MM,All Models,1.476806640625
174,tas,ts_mean_yr,ssp245,NorESM2-MM,Model Subset,1.476806640625
175,tas,ts_mean_yr,ssp245,TaiESM1,All Models,3.015864372253418
176,tas,ts_mean_yr,ssp245,UKESM1-0-LL,All Models,3.21669864654541
177,tas,ts_mean_yr,ssp370,ACCESS-CM2,All Models,3.583902359008789
178,tas,ts_mean_yr,ssp370,ACCESS-CM2,Model Subset,3.583902359008789
179,tas,ts_mean_yr,ssp370,ACCESS-ESM1-5,All Models,3.0465307235717773
180,tas,ts_mean_yr,ssp370,ACCESS-ESM1-5,Model Subset,3.0465307235717773
181,tas,ts_mean_yr,ssp370,AWI-CM-1-1-MR,All Models,2.733160972595215
182,tas,ts_mean_yr,ssp370,AWI-CM-1-1-MR,Model Subset,2.733160972595215
183,tas,ts_mean_yr,ssp370,BCC-CSM2-MR,All Models,2.768527030944824
184,tas,ts_mean_yr,ssp370,BCC-CSM2-MR,Model Subset,2.768527030944824
185,tas,ts_mean_yr,ssp370,CAMS-CSM1-0,All Models,1.930293083190918
186,tas,ts_mean_yr,ssp370,CAMS-CSM1-0,Model Subset,1.930293083190918
187,tas,ts_mean_yr,ssp370,CAS-ESM2-0,All Models,2.9523439407348633
188,tas,ts_mean_yr,ssp370,CESM2,All Models,2.9694290161132812
189,tas,ts_mean_yr,ssp370,CESM2-FV2,All Models,2.9779539108276367
190,tas,ts_mean_yr,ssp370,CESM2-FV2,Model Subset,2.9779539108276367
191,tas,ts_mean_yr,ssp370,CESM2-WACCM,All Models,3.000944137573242
192,tas,ts_mean_yr,ssp370,CESM2-WACCM,Model Subset,3.000944137573242
193,tas,ts_mean_yr,ssp370,CMCC-CM2-SR5,All Models,2.835782051086426
194,tas,ts_mean_yr,ssp370,CMCC-CM2-SR5,Model Subset,2.835782051086426
195,tas,ts_mean_yr,ssp370,CMCC-ESM2,All Models,2.920896530151367
196,tas,ts_mean_yr,ssp370,CMCC-ESM2,Model Subset,2.920896530151367
197,tas,ts_mean_yr,ssp370,CNRM-CM6-1,All Models,3.2463550567626953
198,tas,ts_mean_yr,ssp370,CNRM-CM6-1,Model Subset,3.2463550567626953
199,tas,ts_mean_yr,ssp370,CNRM-CM6-1-HR,All Models,3.3800134658813477
200,tas,ts_mean_yr,ssp370,CNRM-CM6-1-HR,Model Subset,3.3800134658813477
201,tas,ts_mean_yr,ssp370,CNRM-ESM2-1,All Models,3.228163719177246
202,tas,ts_mean_yr,ssp370,CNRM-ESM2-1,Model Subset,3.228163719177246
203,tas,ts_mean_yr,ssp370,CanESM5,All Models,4.3433074951171875
204,tas,ts_mean_yr,ssp370,CanESM5-CanOE,All Models,4.368312835693359
205,tas,ts_mean_yr,ssp370,EC-Earth3,All Models,3.2867565155029297
206,tas,ts_mean_yr,ssp370,EC-Earth3-AerChem,All Models,3.782390594482422
207,tas,ts_mean_yr,ssp370,EC-Earth3-AerChem,Model Subset,3.782390594482422
208,tas,ts_mean_yr,ssp370,EC-Earth3-Veg,All Models,3.206997871398926
209,tas,ts_mean_yr,ssp370,EC-Earth3-Veg-LR,All Models,3.2852725982666016
210,tas,ts_mean_yr,ssp370,FGOALS-f3-L,All Models,2.641392707824707
211,tas,ts_mean_yr,ssp370,FGOALS-f3-L,Model Subset,2.641392707824707
212,tas,ts_mean_yr,ssp370,FGOALS-g3,All Models,2.060321807861328
213,tas,ts_mean_yr,ssp370,FGOALS-g3,Model Subset,2.060321807861328
214,tas,ts_mean_yr,ssp370,GFDL-ESM4,All Models,2.4521265029907227
215,tas,ts_mean_yr,ssp370,GFDL-ESM4,Model Subset,2.4521265029907227
216,tas,ts_mean_yr,ssp370,GISS-E2-1-G,All Models,2.607193946838379
217,tas,ts_mean_yr,ssp370,GISS-E2-1-G,Model Subset,2.607193946838379
218,tas,ts_mean_yr,ssp370,GISS-E2-1-H,All Models,2.8045730590820312
219,tas,ts_mean_yr,ssp370,GISS-E2-1-H,Model Subset,2.8045730590820312
220,tas,ts_mean_yr,ssp370,GISS-E2-2-G,All Models,2.919631004333496
221,tas,ts_mean_yr,ssp370,GISS-E2-2-G,Model Subset,2.919631004333496
222,tas,ts_mean_yr,ssp370,IITM-ESM,All Models,2.0397138595581055
223,tas,ts_mean_yr,ssp370,IITM-ESM,Model Subset,2.0397138595581055
224,tas,ts_mean_yr,ssp370,INM-CM4-8,All Models,2.2535505294799805
225,tas,ts_mean_yr,ssp370,INM-CM4-8,Model Subset,2.2535505294799805
226,tas,ts_mean_yr,ssp370,INM-CM5-0,All Models,2.275218963623047
227,tas,ts_mean_yr,ssp370,INM-CM5-0,Model Subset,2.275218963623047
228,tas,ts_mean_yr,ssp370,IPSL-CM5A2-INCA,All Models,3.0532188415527344
229,tas,ts_mean_yr,ssp370,IPSL-CM5A2-INCA,Model Subset,3.0532188415527344
230,tas,ts_mean_yr,ssp370,IPSL-CM6A-LR,All Models,3.54150390625
231,tas,ts_mean_yr,ssp370,KACE-1-0-G,All Models,3.361039161682129
232,tas,ts_mean_yr,ssp370,MCM-UA-1-0,All Models,2.5887813568115234
233,tas,ts_mean_yr,ssp370,MCM-UA-1-0,Model Subset,2.5887813568115234
234,tas,ts_mean_yr,ssp370,MIROC-ES2L,All Models,2.3716421127319336
235,tas,ts_mean_yr,ssp370,MIROC-ES2L,Model Subset,2.3716421127319336
236,tas,ts_mean_yr,ssp370,MIROC6,All Models,2.1707944869995117
237,tas,ts_mean_yr,ssp370,MIROC6,Model Subset,2.1707944869995117
238,tas,ts_mean_yr,ssp370,MPI-ESM1-2-HR,All Models,2.2664642333984375
239,tas,ts_mean_yr,ssp370,MPI-ESM1-2-HR,Model Subset,2.2664642333984375
240,tas,ts_mean_yr,ssp370,MPI-ESM1-2-LR,All Models,2.28371524810791
241,tas,ts_mean_yr,ssp370,MPI-ESM1-2-LR,Model Subset,2.28371524810791
242,tas,ts_mean_yr,ssp370,MRI-ESM2-0,All Models,2.580386161804199
243,tas,ts_mean_yr,ssp370,MRI-ESM2-0,Model Subset,2.580386161804199
244,tas,ts_mean_yr,ssp370,NorESM2-LM,All Models,2.123624801635742
245,tas,ts_mean_yr,ssp370,NorESM2-LM,Model Subset,2.123624801635742
246,tas,ts_mean_yr,ssp370,NorESM2-MM,All Models,2.261734962463379
247,tas,ts_mean_yr,ssp370,NorESM2-MM,Model Subset,2.261734962463379
248,tas,ts_mean_yr,ssp370,TaiESM1,All Models,3.6995983123779297
249,tas,ts_mean_yr,ssp370,UKESM1-0-LL,All Models,4.467906951904297
250,tas,ts_mean_yr,ssp370,UKESM1-1-LL,All Models,4.2361249923706055
251,tas,ts_mean_yr,ssp434,CNRM-ESM2-1,All Models,1.766819953918457
252,tas,ts_mean_yr,ssp434,CNRM-ESM2-1,Model Subset,1.766819953918457
253,tas,ts_mean_yr,ssp434,CanESM5,All Models,2.4396486282348633
254,tas,ts_mean_yr,ssp434,EC-Earth3,All Models,1.8435020446777344
255,tas,ts_mean_yr,ssp434,FGOALS-g3,All Models,0.7896099090576172
256,tas,ts_mean_yr,ssp434,FGOALS-g3,Model Subset,0.7896099090576172
257,tas,ts_mean_yr,ssp434,GISS-E2-1-G,All Models,1.447397232055664
258,tas,ts_mean_yr,ssp434,GISS-E2-1-G,Model Subset,1.447397232055664
259,tas,ts_mean_yr,ssp434,GISS-E2-1-H,All Models,1.7007360458374023
260,tas,ts_mean_yr,ssp434,GISS-E2-1-H,Model Subset,1.7007360458374023
261,tas,ts_mean_yr,ssp434,IPSL-CM6A-LR,All Models,1.769174575805664
262,tas,ts_mean_yr,ssp434,MIROC6,All Models,1.1829347610473633
263,tas,ts_mean_yr,ssp434,MIROC6,Model Subset,1.1829347610473633
264,tas,ts_mean_yr,ssp434,MRI-ESM2-0,All Models,1.6540355682373047
265,tas,ts_mean_yr,ssp434,MRI-ESM2-0,Model Subset,1.6540355682373047
266,tas,ts_mean_yr,ssp434,UKESM1-0-LL,All Models,2.8457164764404297
267,tas,ts_mean_yr,ssp460,CNRM-ESM2-1,All Models,2.6727094650268555
268,tas,ts_mean_yr,ssp460,CNRM-ESM2-1,Model Subset,2.6727094650268555
269,tas,ts_mean_yr,ssp460,CanESM5,All Models,3.5357847213745117
270,tas,ts_mean_yr,ssp460,EC-Earth3,All Models,2.7092132568359375
271,tas,ts_mean_yr,ssp460,FGOALS-g3,All Models,1.234506607055664
272,tas,ts_mean_yr,ssp460,FGOALS-g3,Model Subset,1.234506607055664
273,tas,ts_mean_yr,ssp460,GISS-E2-1-G,All Models,2.0981435775756836
274,tas,ts_mean_yr,ssp460,GISS-E2-1-G,Model Subset,2.0981435775756836
275,tas,ts_mean_yr,ssp460,GISS-E2-1-H,All Models,2.396503448486328
276,tas,ts_mean_yr,ssp460,GISS-E2-1-H,Model Subset,2.396503448486328
277,tas,ts_mean_yr,ssp460,IPSL-CM6A-LR,All Models,2.8750314712524414
278,tas,ts_mean_yr,ssp460,MIROC6,All Models,1.8301258087158203
279,tas,ts_mean_yr,ssp460,MIROC6,Model Subset,1.8301258087158203
280,tas,ts_mean_yr,ssp460,MRI-ESM2-0,All Models,2.172116279602051
281,tas,ts_mean_yr,ssp460,MRI-ESM2-0,Model Subset,2.172116279602051
282,tas,ts_mean_yr,ssp585,ACCESS-CM2,All Models,4.415491104125977
283,tas,ts_mean_yr,ssp585,ACCESS-CM2,Model Subset,4.415491104125977
284,tas,ts_mean_yr,ssp585,ACCESS-ESM1-5,All Models,3.667046546936035
285,tas,ts_mean_yr,ssp585,ACCESS-ESM1-5,Model Subset,3.667046546936035
286,tas,ts_mean_yr,ssp585,AWI-CM-1-1-MR,All Models,3.2990121841430664
287,tas,ts_mean_yr,ssp585,AWI-CM-1-1-MR,Model Subset,3.2990121841430664
288,tas,ts_mean_yr,ssp585,BCC-CSM2-MR,All Models,3.0966434478759766
289,tas,ts_mean_yr,ssp585,BCC-CSM2-MR,Model Subset,3.0966434478759766
290,tas,ts_mean_yr,ssp585,CAMS-CSM1-0,All Models,2.2788352966308594
291,tas,ts_mean_yr,ssp585,CAMS-CSM1-0,Model Subset,2.2788352966308594
292,tas,ts_mean_yr,ssp585,CAS-ESM2-0,All Models,3.9291372299194336
293,tas,ts_mean_yr,ssp585,CESM2,All Models,4.216863632202148
294,tas,ts_mean_yr,ssp585,CESM2-FV2,All Models,3.827516555786133
295,tas,ts_mean_yr,ssp585,CESM2-FV2,Model Subset,3.827516555786133
296,tas,ts_mean_yr,ssp585,CESM2-WACCM,All Models,4.190210342407227
297,tas,ts_mean_yr,ssp585,CESM2-WACCM,Model Subset,4.190210342407227
298,tas,ts_mean_yr,ssp585,CIESM,All Models,4.626553535461426
299,tas,ts_mean_yr,ssp585,CMCC-CM2-SR5,All Models,3.8818044662475586
300,tas,ts_mean_yr,ssp585,CMCC-CM2-SR5,Model Subset,3.8818044662475586
301,tas,ts_mean_yr,ssp585,CMCC-ESM2,All Models,3.906069755554199
302,tas,ts_mean_yr,ssp585,CMCC-ESM2,Model Subset,3.906069755554199
303,tas,ts_mean_yr,ssp585,CNRM-CM6-1,All Models,4.338491439819336
304,tas,ts_mean_yr,ssp585,CNRM-CM6-1,Model Subset,4.338491439819336
305,tas,ts_mean_yr,ssp585,CNRM-CM6-1-HR,All Models,4.3008317947387695
306,tas,ts_mean_yr,ssp585,CNRM-CM6-1-HR,Model Subset,4.3008317947387695
307,tas,ts_mean_yr,ssp585,CNRM-ESM2-1,All Models,3.9860944747924805
308,tas,ts_mean_yr,ssp585,CNRM-ESM2-1,Model Subset,3.9860944747924805
309,tas,ts_mean_yr,ssp585,CanESM5,All Models,5.254491806030273
310,tas,ts_mean_yr,ssp585,CanESM5-CanOE,All Models,5.301711082458496
311,tas,ts_mean_yr,ssp585,E3SM-1-0,All Models,5.725127220153809
312,tas,ts_mean_yr,ssp585,E3SM-1-1,All Models,6.030840873718262
313,tas,ts_mean_yr,ssp585,E3SM-1-1-ECA,All Models,6.3372297286987305
314,tas,ts_mean_yr,ssp585,EC-Earth3,All Models,4.058897018432617
315,tas,ts_mean_yr,ssp585,EC-Earth3-CC,All Models,3.6708498001098633
316,tas,ts_mean_yr,ssp585,EC-Earth3-Veg,All Models,3.9722976684570312
317,tas,ts_mean_yr,ssp585,EC-Earth3-Veg-LR,All Models,4.079797744750977
318,tas,ts_mean_yr,ssp585,FGOALS-f3-L,All Models,3.282642364501953
319,tas,ts_mean_yr,ssp585,FGOALS-f3-L,Model Subset,3.282642364501953
320,tas,ts_mean_yr,ssp585,FGOALS-g3,All Models,2.3334121704101562
321,tas,ts_mean_yr,ssp585,FGOALS-g3,Model Subset,2.3334121704101562
322,tas,ts_mean_yr,ssp585,FIO-ESM-2-0,All Models,3.9168519973754883
323,tas,ts_mean_yr,ssp585,GFDL-CM4,All Models,3.652287483215332
