Period,A,B,C,D,E
"(1901, 1930)",29.198820117482494,44.859868597510214,17.73859160968837,34.57249306339579,10.445397084928794
"(1931, 1960)",29.68192172591848,44.96643523068703,17.649090802661906,34.43126722056799,10.086455493170249
"(1961, 1990)",29.566298538236786,44.85958222516699,17.41689816904143,34.88590558082941,10.086485959731009
"(1991, 2020)",30.24472124099442,45.7599597596256,17.405899855695466,34.57400670179284,8.83058291489732
"(2041, 2070)",31.665049851148673,46.12139266089209,17.313947618766758,34.64615145245172,7.068628889746382
"(2071, 2099)",31.617022321138872,46.26473991830874,17.269377729486855,34.701680061703236,6.962350442367937
