,0
1,0.18864702370868353
2,0.18228591721288515
3,0.1880909690896359
4,0.17915502566666663
5,0.18075168452941173
6,0.1880285549943977
7,0.18325321911484593
8,0.17795725127731093
9,0.17970865907563024
10,0.19504083249579832
11,0.1812793134369748
12,0.18127269922128852
13,0.18298457103641458
14,0.18146638812324925
15,0.18771212210084032
16,0.18875180811764702
17,0.17909195519887958
18,0.18511833569187672
19,0.18252650575910362
20,0.18442992593277308
21,0.1899124556470588
22,0.18635840038095236
23,0.1853738727983193
24,0.1810132106134454
25,0.18464428015686274
26,0.18521921638095235
27,0.18745041752941174
28,0.18299953086274512
29,0.18735900920168067
30,0.1869002223865546
31,0.18827932184873947
32,0.18795380390476185
33,0.17986599393837535
34,0.1826868473557423
35,0.1777922353529412
36,0.18899879459943977
37,0.18308462432773107
38,0.19243751314565824
39,0.18400946662464984
40,0.17934592786274506
41,0.1823379099803922
42,0.19034772646778708
43,0.17910477728291319
44,0.18669855029691876
45,0.18275012299159665
46,0.18562680300280104
47,0.1824074036022409
48,0.18534540362464988
49,0.18976354510504198
50,0.18613077481792717
51,0.19149619445350136
52,0.1837345100140056
53,0.18434975247899163
54,0.18956418154621849
55,0.18417451835994397
56,0.18654013529971983
57,0.18562246672549024
58,0.1865105596509804
59,0.1759437360420168
60,0.18023162668627446
61,0.18944193548319327
62,0.18426534455182075
63,0.1777110596806723
64,0.18860613113725494
65,0.18340179126330539
66,0.18584605346218488
67,0.1814384147394958
68,0.17769501986554626
69,0.1895336183809523
70,0.18426091743697476
71,0.1907078684873949
72,0.1874770593288515
73,0.18463170331652656
74,0.18837245215966383
75,0.18613880193627452
76,0.17843590518207286
77,0.18492446517086839
78,0.18860600380392153
79,0.18378188708683474
80,0.18715533594957978
81,0.1812416045098039
82,0.18916718545098038
83,0.18456026227450983
84,0.18075484463305316
85,0.18474698914845938
86,0.18704388841176472
87,0.1787694129383753
88,0.1866777357394958
89,0.18311141386274504
90,0.1868290039831933
91,0.18689660608403358
92,0.19407928635014005
93,0.19305057011764704
94,0.1819464449747899
95,0.18662426673669466
96,0.18586670925490198
97,0.1911777981064426
98,0.18035727078991595
99,0.17966812316526606
100,0.18039977001820726
101,0.18527692455182077
102,0.18319260448739497
103,0.18818102990476188
104,0.17916705674229688
105,0.1814644338263305
106,0.18521340871708686
107,0.1850870997619047
108,0.1827513154733893
109,0.1821686720084033
110,0.18229908214285714
111,0.1898584642969188
112,0.18900799282633055
113,0.18286470040056024
114,0.18667243297478991
115,0.18216268465826324
116,0.1876742930252101
117,0.18421179011764707
118,0.18814441724929967
119,0.18653889638655463
120,0.19049079536694682
121,0.18068767973389355
122,0.18443337398039214
123,0.1837679723557423
124,0.18211172474789922
125,0.18547606169467784
126,0.18710355504201678
127,0.18816500394397756
128,0.1895095159439776
129,0.18332130129411767
130,0.18346527709943977
131,0.1838044212633053
132,0.18334315530532214
133,0.1826838882997199
134,0.1828442733585434
135,0.19097921473389357
136,0.18962069577030816
137,0.18631050946218486
138,0.19143555045098032
139,0.18192005273669465
140,0.19069646538095236
141,0.1827905580504202
142,0.18155308056582636
143,0.1912392988613445
144,0.1893528112100841
145,0.1805870072885154
146,0.19624878639775908
147,0.18069632736694677
148,0.18857361725490196
149,0.18712232238095236
150,0.18628248127170868
151,0.18578655275210088
152,0.180001124627451
153,0.1811220735994398
154,0.18598049456862745
155,0.18777332918207282
156,0.18812029953221288
157,0.1875279267142857
158,0.1848312237731092
159,0.18733685682352938
160,0.1858865792072829
161,0.18341951450420171
162,0.18775501657983196
163,0.18586866295238094
164,0.1894755622661064
165,0.18415828556862743
166,0.18264697722408962
167,0.18236401177871148
168,0.17636512489635855
169,0.1854649469131653
170,0.1867354637170868
171,0.18749225082352936
172,0.19516724397759105
173,0.18710969416246498
174,0.18817700159383752
175,0.18281212862184873
176,0.18373269523529412
177,0.18647938757142854
178,0.18318697461904762
179,0.19037737776750696
180,0.18091651502521008
181,0.1902490541148459
182,0.1796600990448179
183,0.1872657563977591
184,0.18495885591596634
185,0.1854008487591037
186,0.18296592357703076
187,0.1854485751652661
188,0.1880676430084034
189,0.184307084767507
190,0.18870299146218486
191,0.18385878669467784
192,0.18047583364985992
193,0.18428743048739488
194,0.1863276963529412
195,0.1840760954621848
196,0.1781292949579832
197,0.1827929204537815
198,0.1801950698627451
199,0.1900519481736695
200,0.18653754972268904
